date,type,campaign,ad_group,keyword,device,product_id,title,category,region,impressions,clicks,add_to_cart,purchases,revenue,ad_spend,roas,avg_rating,reviews_count,avg_cpc,avg_cpm,quality_score
2025-12-02,shopping,Shopping - Accessories,Laptop Sleeve,,Tablet,P118,Laptop Sleeve,Accessories,Chennai,5791,154,48,6,7614,1122.87,6.78,4.8,317.0,,,
2025-11-07,shopping,Shopping - Accessories,Laptop Sleeve,,Mobile,P118,Laptop Sleeve,Accessories,Delhi,1694,67,73,2,3310,232.31,14.25,4.42,45.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy baby jacket,Mobile,,,,Delhi,1428,35,0,1,2084,31.5,66.16,,,0.9,22.06,8.0
2025-11-06,search,Search - Generic,Search Ads,buy laptop sleeve,Mobile,,,,Mumbai,5358,40,0,0,0,72.8,0.0,,,1.82,13.59,6.0
2025-12-02,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Delhi,615,26,0,0,0,42.12,0.0,,,1.62,68.49,8.0
2025-11-24,search,Search - Generic,Search Ads,buy fitness tracker,Mobile,,,,Mumbai,8963,457,0,1,2716,1041.96,2.61,,,2.28,116.25,5.0
2025-11-26,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Hyderabad,5095,183,21,0,0,1760.73,0.0,4.33,174.0,,,
2025-11-30,search,Search - Generic,Search Ads,buy winter gloves,Tablet,,,,Delhi,11491,525,0,12,43572,120.75,360.84,,,0.23,10.51,3.0
2025-11-19,search,Search - Generic,Search Ads,buy running shoes,Mobile,,,,Bangalore,4907,125,0,2,2586,310.0,8.34,,,2.48,63.18,3.0
2025-11-04,shopping,Shopping - Accessories,Laptop Sleeve,,Desktop,P118,Laptop Sleeve,Accessories,Bangalore,4013,93,49,3,1983,794.71,2.5,4.16,101.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy bluetooth headset,Mobile,,,,Chennai,2360,121,0,0,0,202.07,0.0,,,1.67,85.62,3.0
2025-11-15,search,Search - Generic,Search Ads,buy sports hoodie,Desktop,,,,Bangalore,12888,748,0,9,3168,972.4,3.26,,,1.3,75.45,6.0
2025-11-26,search,Search - Generic,Search Ads,buy winter wear,Mobile,,,,Delhi,4978,4,0,0,0,7.56,0.0,,,1.89,1.52,8.0
2025-11-14,shopping,Shopping - Accessories,Sunglasses,,Desktop,P108,Sunglasses,Accessories,Delhi,2770,120,81,6,7638,853.19,8.95,3.99,436.0,,,
2025-12-02,shopping,Shopping - Home,Water Bottle,,Tablet,P111,Water Bottle,Home,Hyderabad,4762,156,43,0,0,1502.23,0.0,4.76,326.0,,,
2025-11-18,search,Search - Generic,Search Ads,buy laptop sleeve,Desktop,,,,Bangalore,6200,180,0,6,2628,82.8,31.74,,,0.46,13.35,9.0
2025-11-18,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Delhi,6989,155,0,2,7582,261.95,28.94,,,1.69,37.48,6.0
2025-12-01,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Tablet,P115,Noise Cancelling Headphones,Electronics,Hyderabad,7440,247,83,11,80839,482.53,167.53,4.7,751.0,,,
2025-11-15,shopping,Shopping - Accessories,Smartphone Case,,Desktop,P107,Smartphone Case,Accessories,Delhi,8658,240,138,17,25364,3097.85,8.19,4.13,59.0,,,
2025-11-14,search,Search - Generic,Search Ads,buy light jacket,Desktop,,,,Chennai,7259,367,0,15,44925,447.74,100.34,,,1.22,61.68,6.0
2025-11-12,search,Search - Generic,Search Ads,buy sports shoes,Desktop,,,,Delhi,6360,242,0,12,12372,89.54,138.17,,,0.37,14.08,6.0
2025-12-02,search,Search - Generic,Search Ads,buy sunglasses,Mobile,,,,Mumbai,7354,79,0,2,1334,168.27,7.93,,,2.13,22.88,7.0
2025-11-10,search,Search - Generic,Search Ads,buy thermal socks,Mobile,,,,Hyderabad,2350,126,0,1,1168,107.1,10.91,,,0.85,45.57,4.0
2025-11-07,shopping,Shopping - Accessories,Digital Watch,,Desktop,P102,Digital Watch,Accessories,Delhi,4693,180,22,8,8232,267.38,30.79,4.57,419.0,,,
2025-11-06,shopping,Shopping - Footwear,Leather Boots,,Desktop,P106,Leather Boots,Footwear,Delhi,6130,184,0,8,18136,2893.03,6.27,3.36,210.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy water bottle,Tablet,,,,Hyderabad,4961,242,0,4,3008,147.62,20.38,,,0.61,29.76,3.0
2025-11-25,shopping,Shopping - Bags,Travel Backpack,,Desktop,P104,Travel Backpack,Bags,Mumbai,4174,95,67,3,7443,1996.6,3.73,3.26,88.0,,,
2025-11-19,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Bangalore,439,13,0,0,0,16.12,0.0,,,1.24,36.72,9.0
2025-11-04,search,Search - Generic,Search Ads,buy phone case,Mobile,,,,Delhi,7721,403,0,0,0,137.02,0.0,,,0.34,17.75,9.0
2025-11-06,search,Search - Generic,Search Ads,buy summer shorts,Desktop,,,,Delhi,7037,190,0,0,0,357.2,0.0,,,1.88,50.76,5.0
2025-11-23,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Hyderabad,272,9,0,0,0,6.39,0.0,,,0.71,23.49,8.0
2025-12-02,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Chennai,6572,303,0,9,21033,139.38,150.9,,,0.46,21.21,7.0
2025-11-16,search,Search - Generic,Search Ads,buy winter wear,Mobile,,,,Mumbai,14343,356,0,9,17982,167.32,107.47,,,0.47,11.67,9.0
2025-11-22,search,Search - Generic,Search Ads,buy kids sneakers,Desktop,,,,Hyderabad,1026,16,0,0,0,5.92,0.0,,,0.37,5.77,8.0
2025-11-04,search,Search - Generic,Search Ads,buy phone case,Mobile,,,,Mumbai,6850,281,0,6,7866,340.01,23.13,,,1.21,49.64,6.0
2025-11-27,shopping,Shopping - Apparel,Hooded Sweatshirt,,Desktop,P113,Hooded Sweatshirt,Apparel,Hyderabad,1874,30,60,0,0,248.03,0.0,4.03,565.0,,,
2025-12-03,shopping,Shopping - Accessories,Laptop Sleeve,,Tablet,P118,Laptop Sleeve,Accessories,Mumbai,1780,84,12,1,820,132.93,6.17,4.02,670.0,,,
2025-11-18,shopping,Shopping - Accessories,Smartphone Case,,Tablet,P107,Smartphone Case,Accessories,Hyderabad,636,30,20,0,0,40.37,0.0,4.1,768.0,,,
2025-11-13,shopping,Shopping - Electronics,Fitness Tracker,,Desktop,P117,Fitness Tracker,Electronics,Chennai,6975,301,108,13,55978,1795.47,31.18,3.61,74.0,,,
2025-11-17,shopping,Shopping - Bags,Travel Backpack,,Mobile,P104,Travel Backpack,Bags,Chennai,2028,58,15,2,2158,77.5,27.85,4.47,262.0,,,
2025-11-20,shopping,Shopping - Accessories,Sunglasses,,Mobile,P108,Sunglasses,Accessories,Bangalore,6069,116,53,1,1513,840.0,1.8,3.99,202.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy office backpack,Desktop,,,,Chennai,8852,75,0,0,0,128.25,0.0,,,1.71,14.49,3.0
2025-11-13,search,Search - Generic,Search Ads,buy puffer jacket,Mobile,,,,Mumbai,9561,116,0,3,5541,55.68,99.52,,,0.48,5.82,5.0
2025-11-12,search,Search - Generic,Search Ads,buy fitness tracker,Mobile,,,,Mumbai,3796,169,0,3,8886,363.35,24.46,,,2.15,95.72,5.0
2025-11-23,search,Search - Generic,Search Ads,buy phone case,Tablet,,,,Mumbai,10125,242,0,6,11178,517.88,21.58,,,2.14,51.15,3.0
2025-11-14,shopping,Shopping - Footwear,Leather Boots,,Tablet,P106,Leather Boots,Footwear,Delhi,5242,138,143,5,7990,2517.47,3.17,4.37,619.0,,,
2025-11-24,search,Search - Generic,Search Ads,buy puffer jacket,Desktop,,,,Delhi,6604,304,0,1,436,684.0,0.64,,,2.25,103.57,8.0
2025-11-10,search,Search - Generic,Search Ads,buy winter gloves,Desktop,,,,Mumbai,4509,265,0,11,42251,633.35,66.71,,,2.39,140.46,3.0
2025-11-29,search,Search - Generic,Search Ads,buy kids jackets,Tablet,,,,Hyderabad,9727,341,0,10,17790,296.67,59.97,,,0.87,30.5,6.0
2025-11-15,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Mumbai,13845,13,0,0,0,22.23,0.0,,,1.71,1.61,6.0
2025-11-09,search,Search - Generic,Search Ads,buy water bottle,Tablet,,,,Hyderabad,14780,785,0,34,11220,1530.75,7.33,,,1.95,103.57,9.0
2025-11-17,shopping,Shopping - Apparel,Yoga Pants,,Desktop,P105,Yoga Pants,Apparel,Bangalore,1134,41,19,0,0,239.3,0.0,3.42,159.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Chennai,2272,3,0,0,0,7.38,0.0,,,2.46,3.25,9.0
2025-11-08,shopping,Shopping - Apparel,Hooded Sweatshirt,,Mobile,P113,Hooded Sweatshirt,Apparel,Chennai,9992,261,324,15,17085,979.59,17.44,4.89,216.0,,,
2025-11-21,search,Search - Generic,Search Ads,buy leather boots,Desktop,,,,Chennai,526,20,0,0,0,37.6,0.0,,,1.88,71.48,9.0
2025-11-24,shopping,Shopping - Accessories,Sunglasses,,Desktop,P108,Sunglasses,Accessories,Mumbai,635,12,21,0,0,158.46,0.0,3.5,361.0,,,
2025-11-07,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Hyderabad,3901,78,24,1,498,445.22,1.12,4.51,745.0,,,
2025-11-17,search,Search - Generic,Search Ads,buy summer shorts,Desktop,,,,Hyderabad,5189,261,0,1,928,271.44,3.42,,,1.04,52.31,8.0
2025-11-15,search,Search - Generic,Search Ads,buy travel backpack,Mobile,,,,Chennai,14626,785,0,5,16045,604.45,26.54,,,0.77,41.33,8.0
2025-11-13,shopping,Shopping - Apparel,Winter Gloves,,Tablet,P109,Winter Gloves,Apparel,Bangalore,4131,157,27,8,6512,1668.97,3.9,3.94,366.0,,,
2025-11-21,search,Search - Generic,Search Ads,buy water bottle,Tablet,,,,Delhi,10845,116,0,1,1632,164.72,9.91,,,1.42,15.19,6.0
2025-11-20,shopping,Shopping - Footwear,Running Shoes,,Mobile,P101,Running Shoes,Footwear,Delhi,7740,205,143,7,11949,2474.57,4.83,3.68,247.0,,,
2025-11-16,search,Search - Generic,Search Ads,buy water bottle,Mobile,,,,Bangalore,11623,133,0,2,4380,226.1,19.37,,,1.7,19.45,6.0
2025-11-23,shopping,Shopping - Electronics,Fitness Tracker,,Desktop,P117,Fitness Tracker,Electronics,Delhi,6935,254,102,1,7485,1873.76,3.99,3.84,474.0,,,
2025-11-29,search,Search - Generic,Search Ads,buy kids jackets,Tablet,,,,Mumbai,12868,474,0,11,13794,222.78,61.92,,,0.47,17.31,6.0
2025-11-23,search,Search - Generic,Search Ads,buy thermal jacket,Tablet,,,,Chennai,1231,35,0,0,0,53.9,0.0,,,1.54,43.79,4.0
2025-11-25,search,Search - Generic,Search Ads,buy warm jacket,Mobile,,,,Mumbai,4334,275,0,6,23820,668.25,35.65,,,2.43,154.19,8.0
2025-11-11,search,Search - Generic,Search Ads,buy laptop sleeve,Mobile,,,,Mumbai,2671,80,0,1,1222,29.6,41.28,,,0.37,11.08,4.0
2025-11-30,search,Search - Generic,Search Ads,buy summer shorts,Desktop,,,,Bangalore,4151,120,0,3,4962,256.8,19.32,,,2.14,61.86,6.0
2025-11-19,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Mumbai,1893,56,0,0,0,78.96,0.0,,,1.41,41.71,9.0
2025-11-30,search,Search - Generic,Search Ads,buy baby jacket,Mobile,,,,Delhi,3618,105,0,0,0,108.15,0.0,,,1.03,29.89,8.0
2025-11-19,search,Search - Generic,Search Ads,buy smartwatch,Tablet,,,,Chennai,2913,103,0,2,4820,122.57,39.32,,,1.19,42.08,3.0
2025-11-10,search,Search - Generic,Search Ads,buy baby clothes,Mobile,,,,Hyderabad,11630,321,0,16,7408,500.76,14.79,,,1.56,43.06,5.0
2025-11-24,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Chennai,3784,124,0,1,3713,140.12,26.5,,,1.13,37.03,8.0
2025-11-09,search,Search - Generic,Search Ads,buy wireless earbuds,Desktop,,,,Mumbai,6255,173,0,5,19085,365.03,52.28,,,2.11,58.36,9.0
2025-11-19,search,Search - Generic,Search Ads,buy headphones,Desktop,,,,Bangalore,6792,146,0,5,17035,178.12,95.64,,,1.22,26.22,5.0
2025-11-13,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Delhi,9676,184,0,4,6964,241.04,28.89,,,1.31,24.91,7.0
2025-11-19,shopping,Shopping - Bags,Office Backpack,,Mobile,P112,Office Backpack,Bags,Bangalore,630,15,20,0,0,274.74,0.0,3.66,142.0,,,
2025-11-20,search,Search - Generic,Search Ads,buy light jacket,Mobile,,,,Delhi,3901,45,0,0,0,41.85,0.0,,,0.93,10.73,6.0
2025-11-20,shopping,Shopping - Accessories,Sunglasses,,Tablet,P108,Sunglasses,Accessories,Delhi,7656,185,110,2,3740,2846.3,1.31,4.37,241.0,,,
2025-11-15,search,Search - Generic,Search Ads,buy warm jacket,Tablet,,,,Mumbai,7368,15,0,0,0,11.4,0.0,,,0.76,1.55,9.0
2025-11-26,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Mumbai,4328,120,150,3,2430,1275.84,1.9,3.87,229.0,,,
2025-11-23,shopping,Shopping - Home,Water Bottle,,Mobile,P111,Water Bottle,Home,Hyderabad,4988,199,181,0,0,1957.87,0.0,3.94,232.0,,,
2025-11-04,search,Search - Generic,Search Ads,buy women's jackets,Tablet,,,,Hyderabad,3118,107,0,2,5818,57.78,100.69,,,0.54,18.53,8.0
2025-11-16,search,Search - Generic,Search Ads,buy leather boots,Desktop,,,,Bangalore,8495,332,0,10,19310,102.92,187.62,,,0.31,12.12,7.0
2025-11-11,shopping,Shopping - Apparel,Thermal Socks,,Tablet,P116,Thermal Socks,Apparel,Mumbai,5921,113,130,6,2730,123.16,22.17,4.81,273.0,,,
2025-12-02,shopping,Shopping - Accessories,Digital Watch,,Mobile,P102,Digital Watch,Accessories,Delhi,4046,121,110,6,10080,1338.93,7.53,3.28,291.0,,,
2025-11-19,shopping,Shopping - Apparel,Yoga Pants,,Tablet,P105,Yoga Pants,Apparel,Chennai,7378,201,0,11,8855,2701.22,3.28,3.3,457.0,,,
2025-12-03,search,Search - Generic,Search Ads,buy wireless earbuds,Tablet,,,,Mumbai,10441,99,0,2,1276,161.37,7.91,,,1.63,15.46,4.0
2025-11-13,search,Search - Generic,Search Ads,buy running gear,Tablet,,,,Mumbai,8534,273,0,10,4810,338.52,14.21,,,1.24,39.67,4.0
2025-12-03,search,Search - Generic,Search Ads,buy thermal jacket,Tablet,,,,Delhi,5717,133,0,6,15366,103.74,148.12,,,0.78,18.15,7.0
2025-11-25,search,Search - Generic,Search Ads,buy sports hoodie,Desktop,,,,Delhi,4191,84,0,4,14828,191.52,77.42,,,2.28,45.7,4.0
2025-12-01,shopping,Shopping - Accessories,Laptop Sleeve,,Tablet,P118,Laptop Sleeve,Accessories,Bangalore,5297,120,118,0,0,996.58,0.0,4.66,337.0,,,
2025-11-29,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Chennai,3332,199,0,5,19670,362.18,54.31,,,1.82,108.7,5.0
2025-11-18,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Hyderabad,3624,149,0,2,874,295.02,2.96,,,1.98,81.41,9.0
2025-11-30,search,Search - Generic,Search Ads,buy women's jackets,Desktop,,,,Delhi,12333,389,0,13,14924,890.81,16.75,,,2.29,72.23,9.0
2025-11-24,shopping,Shopping - Apparel,Hooded Sweatshirt,,Tablet,P113,Hooded Sweatshirt,Apparel,Delhi,1301,51,24,0,0,641.69,0.0,4.09,713.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy yoga pants,Tablet,,,,Hyderabad,5210,167,0,6,19074,33.4,571.08,,,0.2,6.41,7.0
2025-11-13,search,Search - Generic,Search Ads,buy laptop sleeve,Tablet,,,,Delhi,8895,276,0,4,6012,643.08,9.35,,,2.33,72.3,6.0
2025-11-14,search,Search - Generic,Search Ads,buy casual belt,Tablet,,,,Mumbai,8431,189,0,1,3760,41.58,90.43,,,0.22,4.93,5.0
2025-11-25,shopping,Shopping - Footwear,Leather Boots,,Tablet,P106,Leather Boots,Footwear,Chennai,4119,132,160,4,5804,963.35,6.02,3.49,490.0,,,
2025-11-22,shopping,Shopping - Accessories,Casual Belt,,Desktop,P119,Casual Belt,Accessories,Chennai,5648,219,0,6,6486,1893.76,3.42,4.21,361.0,,,
2025-11-13,shopping,Shopping - Apparel,Thermal Socks,,Desktop,P116,Thermal Socks,Apparel,Delhi,6907,79,71,0,0,1690.67,0.0,3.81,528.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy sports hoodie,Tablet,,,,Chennai,4535,176,0,0,0,103.84,0.0,,,0.59,22.9,4.0
2025-12-02,search,Search - Generic,Search Ads,buy running gear,Mobile,,,,Bangalore,2682,128,0,3,11517,67.84,169.77,,,0.53,25.29,8.0
2025-11-28,shopping,Shopping - Bags,Office Backpack,,Desktop,P112,Office Backpack,Bags,Delhi,3417,93,65,2,4752,1432.99,3.32,4.68,594.0,,,
2025-11-29,search,Search - Generic,Search Ads,buy fitness tracker,Mobile,,,,Bangalore,11080,332,0,0,0,806.76,0.0,,,2.43,72.81,6.0
2025-11-19,search,Search - Generic,Search Ads,buy running shoes,Desktop,,,,Delhi,6683,100,0,2,6128,153.0,40.05,,,1.53,22.89,5.0
2025-11-12,search,Search - Generic,Search Ads,buy water bottle,Desktop,,,,Delhi,7273,392,0,15,26385,674.24,39.13,,,1.72,92.7,7.0
2025-11-22,shopping,Shopping - Home,Water Bottle,,Desktop,P111,Water Bottle,Home,Hyderabad,8877,417,245,15,22830,2653.78,8.6,3.83,779.0,,,
2025-11-06,search,Search - Generic,Search Ads,buy leather boots,Mobile,,,,Mumbai,8890,337,0,2,5358,299.93,17.86,,,0.89,33.74,7.0
2025-11-05,search,Search - Generic,Search Ads,buy water bottle,Mobile,,,,Chennai,2419,97,0,0,0,21.34,0.0,,,0.22,8.82,9.0
2025-11-30,shopping,Shopping - Accessories,Smartphone Case,,Mobile,P107,Smartphone Case,Accessories,Delhi,5350,134,0,5,7325,1334.7,5.49,4.26,486.0,,,
2025-11-26,search,Search - Generic,Search Ads,buy winter gloves,Tablet,,,,Hyderabad,9398,443,0,7,26369,283.52,93.01,,,0.64,30.17,5.0
2025-11-27,search,Search - Generic,Search Ads,buy laptop sleeve,Tablet,,,,Hyderabad,7325,198,0,4,4144,140.58,29.48,,,0.71,19.19,5.0
2025-11-07,shopping,Shopping - Apparel,Winter Gloves,,Desktop,P109,Winter Gloves,Apparel,Hyderabad,1959,61,10,0,0,603.76,0.0,4.06,634.0,,,
2025-11-26,shopping,Shopping - Bags,Office Backpack,,Tablet,P112,Office Backpack,Bags,Delhi,2876,121,61,3,5634,1246.2,4.52,4.21,290.0,,,
2025-11-10,search,Search - Generic,Search Ads,buy sports shoes,Tablet,,,,Delhi,6553,345,0,1,1371,841.8,1.63,,,2.44,128.46,9.0
2025-12-01,search,Search - Generic,Search Ads,buy yoga pants,Desktop,,,,Mumbai,5949,188,0,7,18522,327.12,56.62,,,1.74,54.99,3.0
2025-11-25,search,Search - Generic,Search Ads,buy fitness tracker,Tablet,,,,Hyderabad,3305,76,0,0,0,168.72,0.0,,,2.22,51.05,8.0
2025-11-09,shopping,Shopping - Accessories,Smartphone Case,,Desktop,P107,Smartphone Case,Accessories,Mumbai,4093,72,89,1,1447,643.33,2.25,4.09,546.0,,,
2025-11-21,search,Search - Generic,Search Ads,buy hoodie,Desktop,,,,Bangalore,828,39,0,1,1686,92.04,18.32,,,2.36,111.16,8.0
2025-11-12,shopping,Shopping - Footwear,Running Shoes,,Mobile,P101,Running Shoes,Footwear,Delhi,6120,224,49,2,2698,3057.23,0.88,4.26,757.0,,,
2025-11-10,shopping,Shopping - Footwear,Kids Sneakers,,Desktop,P114,Kids Sneakers,Footwear,Bangalore,2632,142,46,0,0,438.48,0.0,4.85,729.0,,,
2025-11-13,shopping,Shopping - Accessories,Laptop Sleeve,,Desktop,P118,Laptop Sleeve,Accessories,Delhi,5231,147,83,1,551,1381.68,0.4,4.86,749.0,,,
2025-11-09,search,Search - Generic,Search Ads,buy running gear,Tablet,,,,Bangalore,10282,312,0,5,8980,171.6,52.33,,,0.55,16.69,7.0
2025-11-12,search,Search - Generic,Search Ads,buy stylish jacket,Desktop,,,,Mumbai,6040,149,0,4,1984,64.07,30.97,,,0.43,10.61,6.0
2025-11-11,search,Search - Generic,Search Ads,buy digital watch,Desktop,,,,Chennai,3077,165,0,0,0,374.55,0.0,,,2.27,121.73,7.0
2025-11-13,shopping,Shopping - Electronics,Noise Cancelling Headphones,,Mobile,P115,Noise Cancelling Headphones,Electronics,Bangalore,7782,259,2,4,9916,726.06,13.66,4.45,516.0,,,
2025-11-14,search,Search - Generic,Search Ads,buy headphones,Desktop,,,,Chennai,2834,101,0,3,11751,37.37,314.45,,,0.37,13.19,4.0
2025-11-30,search,Search - Generic,Search Ads,buy thermal jacket,Desktop,,,,Delhi,14241,673,0,27,12420,343.23,36.19,,,0.51,24.1,3.0
2025-11-21,search,Search - Generic,Search Ads,buy kids jackets,Desktop,,,,Chennai,6129,228,0,8,16256,387.6,41.94,,,1.7,63.24,7.0
2025-11-16,search,Search - Generic,Search Ads,buy women's jackets,Tablet,,,,Bangalore,1238,56,0,0,0,63.84,0.0,,,1.14,51.57,3.0
2025-11-18,search,Search - Generic,Search Ads,buy rucksack,Mobile,,,,Delhi,11191,291,0,3,8589,590.73,14.54,,,2.03,52.79,8.0
2025-11-10,search,Search - Generic,Search Ads,buy hoodie,Tablet,,,,Chennai,4282,138,0,5,11500,73.14,157.23,,,0.53,17.08,9.0
2025-11-10,shopping,Shopping - Apparel,Cotton T-Shirt,,Tablet,P100,Cotton T-Shirt,Apparel,Hyderabad,2820,141,54,6,2430,610.36,3.98,4.17,543.0,,,
2025-11-13,search,Search - Generic,Search Ads,buy women's jackets,Mobile,,,,Mumbai,8670,125,0,5,7235,146.25,49.47,,,1.17,16.87,3.0
2025-11-13,search,Search - Generic,Search Ads,buy thermal socks,Mobile,,,,Delhi,3994,128,0,1,3890,65.28,59.59,,,0.51,16.34,9.0
2025-12-02,search,Search - Generic,Search Ads,buy women's jackets,Desktop,,,,Delhi,1223,40,0,0,0,84.0,0.0,,,2.1,68.68,8.0
2025-11-08,search,Search - Generic,Search Ads,buy travel backpack,Desktop,,,,Mumbai,5115,161,0,1,1769,283.36,6.24,,,1.76,55.4,6.0
2025-11-11,shopping,Shopping - Footwear,Running Shoes,,Tablet,P101,Running Shoes,Footwear,Bangalore,2009,26,13,1,2910,883.83,3.29,4.26,447.0,,,
2025-11-11,search,Search - Generic,Search Ads,buy sunglasses,Mobile,,,,Hyderabad,11144,497,0,18,21204,437.36,48.48,,,0.88,39.25,5.0
2025-11-27,search,Search - Generic,Search Ads,buy smartwatch,Mobile,,,,Delhi,9500,307,0,4,8876,620.14,14.31,,,2.02,65.28,4.0
2025-12-03,search,Search - Generic,Search Ads,buy bluetooth headset,Tablet,,,,Mumbai,3934,76,0,2,7680,175.56,43.75,,,2.31,44.63,9.0
2025-12-02,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Hyderabad,11962,503,0,14,37002,1136.78,32.55,,,2.26,95.03,5.0
2025-11-19,search,Search - Generic,Search Ads,buy baby clothes,Tablet,,,,Hyderabad,5809,243,0,2,1346,410.67,3.28,,,1.69,70.7,5.0
2025-11-23,search,Search - Generic,Search Ads,buy water bottle,Tablet,,,,Delhi,3093,64,0,2,7544,138.24,54.57,,,2.16,44.69,4.0
2025-11-18,search,Search - Generic,Search Ads,buy gym bag,Tablet,,,,Mumbai,11131,410,0,6,8322,483.8,17.2,,,1.18,43.46,4.0
2025-11-29,shopping,Shopping - Apparel,Hooded Sweatshirt,,Mobile,P113,Hooded Sweatshirt,Apparel,Bangalore,1592,42,10,0,0,746.82,0.0,4.55,607.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy kids sneakers,Mobile,,,,Bangalore,3938,207,0,1,2317,89.01,26.03,,,0.43,22.6,8.0
2025-11-17,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Bangalore,2412,56,0,0,0,108.64,0.0,,,1.94,45.04,7.0
2025-11-28,search,Search - Generic,Search Ads,buy toddler jacket,Tablet,,,,Delhi,11659,486,0,8,10144,714.42,14.2,,,1.47,61.28,7.0
2025-11-04,search,Search - Generic,Search Ads,buy thermal socks,Tablet,,,,Mumbai,10165,542,0,13,42653,1349.58,31.6,,,2.49,132.77,6.0
2025-11-06,shopping,Shopping - Apparel,Hooded Sweatshirt,,Desktop,P113,Hooded Sweatshirt,Apparel,Hyderabad,3454,103,93,0,0,302.0,0.0,3.42,114.0,,,
2025-11-25,search,Search - Generic,Search Ads,buy leather boots,Mobile,,,,Mumbai,11670,826,0,35,113610,413.0,275.08,,,0.5,35.39,7.0
2025-11-24,search,Search - Generic,Search Ads,buy puffer jacket,Tablet,,,,Bangalore,5138,129,0,3,11385,42.57,267.44,,,0.33,8.29,3.0
2025-11-26,search,Search - Generic,Search Ads,buy baby jacket,Tablet,,,,Chennai,4057,189,0,8,26016,238.14,109.25,,,1.26,58.7,4.0
2025-11-20,shopping,Shopping - Accessories,Smartphone Case,,Desktop,P107,Smartphone Case,Accessories,Delhi,6953,197,166,8,11352,331.44,34.25,3.78,330.0,,,
2025-11-16,shopping,Shopping - Accessories,Sunglasses,,Tablet,P108,Sunglasses,Accessories,Delhi,4421,119,57,2,886,842.92,1.05,4.89,481.0,,,
2025-12-01,search,Search - Generic,Search Ads,buy phone case,Mobile,,,,Hyderabad,11119,481,0,6,20364,226.07,90.08,,,0.47,20.33,5.0
2025-11-10,search,Search - Generic,Search Ads,buy kids sneakers,Mobile,,,,Hyderabad,1418,52,0,1,1398,54.08,25.85,,,1.04,38.14,6.0
2025-11-10,search,Search - Generic,Search Ads,buy travel backpack,Tablet,,,,Mumbai,11166,534,0,0,0,379.14,0.0,,,0.71,33.95,3.0
2025-11-17,shopping,Shopping - Bags,Travel Backpack,,Tablet,P104,Travel Backpack,Bags,Delhi,1595,29,15,0,0,96.9,0.0,4.23,596.0,,,
2025-11-28,search,Search - Generic,Search Ads,buy kids jackets,Mobile,,,,Chennai,9775,244,0,3,2784,490.44,5.68,,,2.01,50.17,6.0
2025-11-12,shopping,Shopping - Accessories,Laptop Sleeve,,Desktop,P118,Laptop Sleeve,Accessories,Delhi,2049,82,34,1,1759,181.83,9.67,4.01,279.0,,,
2025-11-24,search,Search - Generic,Search Ads,buy wireless earbuds,Mobile,,,,Hyderabad,1478,38,0,1,3308,25.84,128.02,,,0.68,17.48,4.0
2025-11-04,search,Search - Generic,Search Ads,buy casual belt,Mobile,,,,Chennai,4180,275,0,3,5304,616.0,8.61,,,2.24,147.37,5.0
2025-11-19,search,Search - Generic,Search Ads,buy winter gloves,Desktop,,,,Mumbai,4634,143,0,5,6050,217.36,27.83,,,1.52,46.91,8.0
2025-11-19,shopping,Shopping - Kidswear,Baby Jacket,,Desktop,P103,Baby Jacket,Kidswear,Bangalore,5834,234,0,4,4336,1157.61,3.75,4.72,537.0,,,
2025-11-17,search,Search - Generic,Search Ads,buy kids jackets,Tablet,,,,Mumbai,6629,119,0,3,5097,199.92,25.5,,,1.68,30.16,4.0
2025-11-24,shopping,Shopping - Apparel,Cotton T-Shirt,,Mobile,P100,Cotton T-Shirt,Apparel,Chennai,6107,231,74,8,8376,1133.52,7.39,4.36,493.0,,,
